BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,APPDATE,CITY,STATE,DIVISION,REGION,Upper state,State_1,Records
0,12100,44484,64398,DebtCon,Other,3,0,0,263.0447041,0,20,28.80398255,22550,campton,Kentucky,East South Central,South,KENTUCKY,KY,1
1,12100,29097,72647,DebtCon,Other,8,,,109.5148795,1,22,45.30476057,21056,havertown,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,12100,90917,102400,DebtCon,Sales,11,,2,159.874518,0,17,33.4537285,22136,huntingdon valley,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,12100,50100,66410,DebtCon,Other,3,0,0,176.0098643,0,14,28.54860369,22240,west covina,California,Pacific,West,CALIFORNIA,CA,1
0,12100,68941,75029,HomeImp,Office,14,0,0,254.1896555,0,31,43.89784955,20974,harrison,Tennessee,East South Central,South,TENNESSEE,TN,1
0,12100,50150,65565,DebtCon,Other,4,0,0,166.2317086,0,13,26.64432479,22463,whittier,California,Pacific,West,CALIFORNIA,CA,1
0,12100,50973,74183,DebtCon,Mgr,6,,,122.6918271,,24,41.12808531,22232,waxhaw,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
1,12100,22000,38750,DebtCon,Other,0.8,0,0,167.4,1,17,,22608,mesa,Arizona,Mountain,West,ARIZONA,AZ,1
0,12100,12000,33938,DebtCon,Mgr,9,0,0,118.7666667,0,11,,22642,henrietta,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,12100,31400,48000,DebtCon,Other,6,1,0,107.5333333,2,16,,21399,hiddenite,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
1,12100,67000,79100,DebtCon,Mgr,5,0,0,155.2,1,32,,21079,danville,Alabama,East South Central,South,ALABAMA,AL,1
0,12100,67927,94126,DebtCon,Other,2,0,0,35.53887812,2,3,38.84759708,22260,madison,Virginia,South Atlantic,South,VIRGINIA,VA,1
0,12100,,72731,,,0,0,0,,0,0,0.720295007,21072,highland,Indiana,East North Central,Midwest,INDIANA,IN,1
0,12100,74594,90555,DebtCon,Mgr,4,0,0,123.7766246,2,27,41.63484731,21794,weymouth,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
0,12100,83557,98881,HomeImp,ProfExe,6,0,0,102.2257045,1,26,25.78278709,22339,maineville,Ohio,East North Central,Midwest,OHIO,OH,1
0,12100,61868,66874,HomeImp,Other,30,0,3,170.4386392,0,23,37.915021,20903,birmingham,Alabama,East South Central,South,ALABAMA,AL,1
0,12100,46152,72773,DebtCon,Other,0,0,0,270.4899801,0,20,29.49511599,21341,waynesboro,Virginia,South Atlantic,South,VIRGINIA,VA,1
0,12100,97185,113004,DebtCon,Other,13,0,0,202.6225313,2,15,37.71664611,21804,whitethorn,California,Pacific,West,CALIFORNIA,CA,1
0,12100,105104,144712,HomeImp,ProfExe,13,0,0,129.5188081,5,22,37.41377466,20970,wilmington,California,Pacific,West,CALIFORNIA,CA,1
0,12100,71060,79744,DebtCon,Other,3,,,179.8663489,,35,29.89415099,21397,loveland,Colorado,Mountain,West,COLORADO,CO,1
0,12100,85121,113744,DebtCon,ProfExe,0,0,2,139.4853397,0,34,33.94343772,22605,darby,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,12100,28193,34705,DebtCon,Other,0,,,,,,37.6180269,22485,waycross,Georgia,South Atlantic,South,GEORGIA,GA,1
0,12100,18728,34443,DebtCon,Mgr,9,0,0,117.6482829,0,10,21.58983638,21929,wayne,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,12100,55147,72553,DebtCon,Other,0,0,0,229.4061754,0,10,35.86772963,21321,manns harbor,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,12100,48149,74539,DebtCon,ProfExe,17,0,0,200.0325616,0,15,23.13097189,21801,harbor city,California,Pacific,West,CALIFORNIA,CA,1
0,12200,61929,83102,HomeImp,Office,14,0,0,238.5249274,1,32,44.44967097,21470,huntington beach,California,Pacific,West,CALIFORNIA,CA,1
0,12200,110088,137794,DebtCon,ProfExe,3,0,0,251.1518919,1,46,33.51711722,20882,o fallon,Missouri,West North Central,Midwest,MISSOURI,MO,1
0,12200,57785,72971,DebtCon,Other,2,0,0,166.8994602,1,16,34.70964393,20917,helotes,Texas,West South Central,South,TEXAS,TX,1
0,12200,67474,88473,DebtCon,Other,2,0,0,234.7759967,3,26,29.09729879,21994,woodbridge,California,Pacific,West,CALIFORNIA,CA,1
0,12200,136866,162906,HomeImp,ProfExe,4,0,0,427.9235915,0,43,30.1821229,22395,hamtramck,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,12200,80336,102618,HomeImp,ProfExe,2,0,0,79.73026062,2,19,34.40548234,21518,danville,Alabama,East South Central,South,ALABAMA,AL,1
1,12200,97000,109800,HomeImp,ProfExe,5,0,0,152.1333333,3,33,,22428,nyssa,Oregon,Pacific,West,OREGON,OR,1
0,12200,91000,114053,DebtCon,Other,11,0,0,173.5,0,27,,22110,minier,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,12200,206613,232176,HomeImp,ProfExe,10,0,1,237.3157697,0,22,30.68943921,21365,watonga,Oklahoma,West South Central,South,OKLAHOMA,OK,1
0,12200,45095,64736,DebtCon,Other,9,0,0,249.6737711,0,18,31.63530262,21692,edmonds,Washington,Pacific,West,WASHINGTON,WA,1
0,12200,70722,81760,DebtCon,Other,0,0,0,219.7852728,3,26,30.27700538,21584,lufkin,Texas,West South Central,South,TEXAS,TX,1
0,12200,199232,229929,HomeImp,ProfExe,11,0,0,223.4381168,0,21,31.3702723,22478,dewey,Arizona,Mountain,West,ARIZONA,AZ,1
0,12200,82904,125057,DebtCon,Office,8,0,0,131.6590526,1,21,37.27313999,22000,morocco,Indiana,East North Central,Midwest,INDIANA,IN,1
0,12200,61302,90873,DebtCon,Other,2,0,0,35.97354161,1,4,39.97361316,21356,wichita falls,Texas,West South Central,South,TEXAS,TX,1
0,12200,27118,87982,HomeImp,ProfExe,19,0,0,232.2369961,0,11,25.2354388,20854,crewe,Virginia,South Atlantic,South,VIRGINIA,VA,1
1,12200,53242,70400,DebtCon,Other,14,0,0,169.9306635,0,18,34.62942766,22549,oak park,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,12200,57112,76050,DebtCon,Other,1,0,0,235.2292688,0,9,35.11318533,22508,hudson,Florida,South Atlantic,South,FLORIDA,FL,1
0,12200,90154,110479,DebtCon,ProfExe,9,0,0,196.9264059,2,37,43.1890315,21357,neosho,Missouri,West North Central,Midwest,MISSOURI,MO,1
0,12200,86775,111572,DebtCon,ProfExe,0,1,1,138.6100805,1,33,34.35180836,21965,derby,Vermont,New England,Northeast,VERMONT,VT,1
0,12300,79838,85209,DebtCon,ProfExe,8,0,0,173.8386239,0,11,37.8244708,22028,norco,California,Pacific,West,CALIFORNIA,CA,1
0,12300,114035,137208,DebtCon,ProfExe,15,,1,173.7143227,0,33,32.05607229,21466,bremerton,Washington,Pacific,West,WASHINGTON,WA,1
0,12300,89333,106107,HomeImp,Other,19,0,0,120.2578861,3,24,28.77470213,22158,arkansas city,Kansas,West North Central,Midwest,KANSAS,KS,1
1,12300,24552,48278,DebtCon,Other,0,0,0,171.0751046,0,16,29.29955094,20841,lompoc,California,Pacific,West,CALIFORNIA,CA,1
0,12300,61253,85825,DebtCon,Sales,5,0,0,130.026259,0,34,27.20337824,21120,himrod,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,12300,152107,179793,DebtCon,ProfExe,7,,1,212.7829956,3,25,43.13409505,21439,declo,Idaho,Mountain,West,IDAHO,ID,1
0,12300,48866,73023,HomeImp,Office,11,3,1,251.629062,1,29,32.87687074,22594,west point,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
1,12300,48238,66603,HomeImp,Office,6,0,1,80.38898294,1,11,40.01910455,21039,lowell,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,12300,112373,136202,DebtCon,ProfExe,16,,1,179.8829733,0,32,30.48826811,20890,hawthorne,New Jersey,Middle Atlantic,Northeast,NEW JERSEY,NJ,1
0,12300,69499,104045,DebtCon,Other,8,0,0,219.0904891,0,20,18.58475695,21670,anchorage,Alaska,Pacific,West,ALASKA,AK,1
0,12300,60200,77079,HomeImp,Office,13,0,0,242.2441382,1,32,45.39416855,21539,oshkosh,Wisconsin,East North Central,Midwest,WISCONSIN,WI,1
0,12300,,50530,HomeImp,Mgr,5,,,163.54096,,9,20.02628441,21758,wayland,Michigan,East North Central,Midwest,MICHIGAN,MI,1
1,12300,78000,101200,HomeImp,Other,0.4,0,0,145.0666667,1,19,,21070,winnetka,California,Pacific,West,CALIFORNIA,CA,1
1,12300,50230,70000,DebtCon,Sales,1,0,,184.3666667,2,20,,21697,hawaiian gardens,California,Pacific,West,CALIFORNIA,CA,1
1,12300,49800,64000,DebtCon,ProfExe,23,0,2,232.3333333,3,17,,22299,lindale,Texas,West South Central,South,TEXAS,TX,1
1,12300,77000,94000,DebtCon,Mgr,41,,4,212.8666667,4,17,,21116,daphne,Alabama,East South Central,South,ALABAMA,AL,1
0,12300,114457,144284,DebtCon,ProfExe,1,0,0,252.6592531,0,45,32.4971451,21614,waycross,Georgia,South Atlantic,South,GEORGIA,GA,1
0,12300,52622,64407,DebtCon,Other,0,0,0,191.0774254,1,13,26.20306729,21293,westwood,New Jersey,Middle Atlantic,Northeast,NEW JERSEY,NJ,1
0,12300,152274,177940,HomeImp,Office,4,0,0,196.8767577,0,56,33.72276915,21411,hazleton,Iowa,West North Central,Midwest,IOWA,IA,1
0,12300,27859,48393,HomeImp,Other,10,0,0,82.76016033,0,3,34.38536707,21163,noblesville,Indiana,East North Central,Midwest,INDIANA,IN,1
0,12300,90006,121122,DebtCon,Office,9,0,0,133.4975408,1,21,36.91048167,21127,hollywood,Alabama,East South Central,South,ALABAMA,AL,1
0,12300,159798,177853,DebtCon,ProfExe,6,,0,206.8170726,4,25,41.42504139,20836,hayward,California,Pacific,West,CALIFORNIA,CA,1
0,12300,81590,90050,DebtCon,Mgr,6,0,0,136.7467587,1,26,41.73267582,22070,craig,Colorado,Mountain,West,COLORADO,CO,1
0,12300,35651,59795,HomeImp,Other,22,0,0,118.6530642,0,23,40.66298165,22116,winter park,Florida,South Atlantic,South,FLORIDA,FL,1
0,12300,50441,56656,DebtCon,Office,1,0,0,186.4510167,0,21,35.45260742,21249,westerville,Ohio,East North Central,Midwest,OHIO,OH,1
0,12300,33061,46277,DebtCon,Other,8,,1,154.8992783,7,28,39.70178286,20916,holyoke,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
0,12300,102908,124217,HomeImp,ProfExe,9,0,0,159.9940264,2,31,27.7074439,22015,woodbridge,California,Pacific,West,CALIFORNIA,CA,1
0,12300,141020,157511,HomeImp,ProfExe,4,0,1,403.7489298,0,43,29.58318425,21035,montgomery,Alabama,East South Central,South,ALABAMA,AL,1
0,12300,92573,119325,DebtCon,ProfExe,2,1,2,157.6206429,0,33,34.77510251,21676,maineville,Ohio,East North Central,Midwest,OHIO,OH,1
1,12300,73099,84250,DebtCon,ProfExe,4,,,,,,40.22228314,20872,olean,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
1,12300,11300,39000,,Other,,5,1,170.4333333,3,21,,22300,marana,Arizona,Mountain,West,ARIZONA,AZ,1
0,12300,68024,78800,DebtCon,Sales,7,0,0,125.5040514,0,35,29.29334435,22077,oswego,Illinois,East North Central,Midwest,ILLINOIS,IL,1
1,12300,64265,90956,DebtCon,Other,10,0,1,233.1561248,0,32,32.90882386,20879,hopkins,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
0,12400,132894,198168,HomeImp,Office,0,0,1,355.1639113,0,16,40.54029537,21893,westminster,California,Pacific,West,CALIFORNIA,CA,1
0,12400,31303,57444,,Other,29,0,0,246.7168274,0,18,20.20590752,21962,orangeburg,South Carolina,South Atlantic,South,SOUTH CAROLINA,SC,1
0,12400,80510,97548,HomeImp,ProfExe,1,0,0,74.40426333,1,19,36.45734993,22292,hudson,Florida,South Atlantic,South,FLORIDA,FL,1
0,12400,137927,160566,HomeImp,ProfExe,6,0,1,436.7517799,0,42,29.27255681,21019,anderson,South Carolina,South Atlantic,South,SOUTH CAROLINA,SC,1
1,12400,45604,65501,DebtCon,Other,9,0,1,70.33753056,1,24,35.21218126,20866,mokena,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,12400,26768,52411,HomeImp,Other,0,0,0,253.3180433,0,11,38.82102132,21869,hazlehurst,Mississippi,East South Central,South,MISSISSIPPI,MS,1
0,12400,203902,234454,HomeImp,ProfExe,9,0,0,213.4554475,0,22,33.64852105,22234,whitethorn,California,Pacific,West,CALIFORNIA,CA,1
0,12400,16375,36672,DebtCon,Mgr,8,0,0,120.674928,0,11,24.08943715,22381,waxahachie,Texas,West South Central,South,TEXAS,TX,1
0,12400,49264,57923,DebtCon,Other,0,0,0,182.0010415,2,13,27.00877688,20942,kaneohe,Hawaii,Pacific,West,HAWAII,HI,1
0,12400,36034,62953,DebtCon,ProfExe,9,0,0,262.0793453,0,16,21.34522735,20826,odin,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
0,12400,,69350,,,0,0,0,,0,0,2.365195413,20900,orcas,Washington,Pacific,West,WASHINGTON,WA,1
1,12400,94000,112000,DebtCon,Mgr,4,0,0,,0,0,,22506,whittier,California,Pacific,West,CALIFORNIA,CA,1
0,12400,115902,146813,DebtCon,ProfExe,1,0,0,288.4676266,0,45,33.05428433,22063,hampstead,Maryland,South Atlantic,South,MARYLAND,MD,1
0,12400,115004,144760,DebtCon,ProfExe,2,0,0,279.5221733,1,46,35.61473143,20829,monmouth,Oregon,Pacific,West,OREGON,OR,1
1,12400,57105,74582,DebtCon,Other,12,0,0,134.0317679,0,20,36.92573641,21041,himrod,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,12400,34055,40739,DebtCon,Other,9,,0,147.012827,6,29,39.93094736,22233,lincoln,Illinois,East North Central,Midwest,ILLINOIS,IL,1
1,12400,50573,84008,DebtCon,Other,15,1,0,76.04208693,0,7,41.02796675,22075,dundalk,Maryland,South Atlantic,South,MARYLAND,MD,1
0,12400,,65317,HomeImp,Other,,0,0,349.2796108,0,6,35.71441843,22491,hamlin,Texas,West South Central,South,TEXAS,TX,1
0,12400,25805,31414,DebtCon,Other,2,,,,,,38.2372256,22553,louisville,Georgia,South Atlantic,South,GEORGIA,GA,1
0,12400,24769,87665,HomeImp,ProfExe,21,0,0,238.3827694,0,11,25.33220131,21435,collins,Ohio,East North Central,Midwest,OHIO,OH,1
0,12400,83018,96637,DebtCon,Other,2,0,0,95.90213133,2,32,41.24477919,21360,waverly,Ohio,East North Central,Midwest,OHIO,OH,1
0,12500,93538,118369,DebtCon,ProfExe,0,0,1,132.8237118,0,33,34.83386481,21965,winter haven,Florida,South Atlantic,South,FLORIDA,FL,1
0,12500,37562,57081,HomeImp,Other,22,0,1,129.486844,0,23,39.08300244,20997,nazareth,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
1,12500,69117,101503,HomeImp,ProfExe,13,0,7,145.9530178,0,36,36.75998466,22367,winston-salem,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,12500,157312,181050,DebtCon,ProfExe,7,,0,209.7067368,4,25,40.90561976,21809,woodbridge,California,Pacific,West,CALIFORNIA,CA,1
0,12500,10035,61897,HomeImp,Other,6,1,1,368.7377963,0,21,14.73359483,22316,webster,Texas,West South Central,South,TEXAS,TX,1
0,12500,83276,129116,DebtCon,Office,7,0,0,138.687955,0,22,39.58996183,21934,cleveland,Georgia,South Atlantic,South,GEORGIA,GA,1
0,12500,57294,66615,DebtCon,Other,3,0,1,321.3875868,0,9,31.38089909,20921,oriskany,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,12500,101047,118913,HomeImp,Office,2,0,0,156.6054917,1,22,35.89928784,21445,madison heights,Virginia,South Atlantic,South,VIRGINIA,VA,1
0,12500,56960,69014,DebtCon,Other,4,0,0,307.636664,0,10,30.36248382,21874,hennessey,Oklahoma,West South Central,South,OKLAHOMA,OK,1
0,12500,83924,100114,HomeImp,ProfExe,0,0,0,71.30419761,1,20,34.71276881,21482,wheeling,West Virginia,South Atlantic,South,WEST VIRGINIA,WV,1
0,12500,79900,94660,DebtCon,Mgr,19,0,0,252.3496982,10,24,35.80049203,20826,hammond,Indiana,East North Central,Midwest,INDIANA,IN,1
0,12500,,52026,HomeImp,Mgr,6,,,173.7172393,,8,21.6211951,22050,wilmington,California,Pacific,West,CALIFORNIA,CA,1
1,12500,41000,64680,DebtCon,Other,2,0,0,70.9,3,30,,21006,willis,Texas,West South Central,South,TEXAS,TX,1
1,12500,41301,60000,DebtCon,Other,2,0,0,77.23333333,0,12,,21377,oakland,California,Pacific,West,CALIFORNIA,CA,1
1,12500,55000,75393,DebtCon,Other,0.75,0,1,113.0333333,1,16,,21357,murrells inlet,South Carolina,South Atlantic,South,SOUTH CAROLINA,SC,1
0,12500,77100,90550,HomeImp,Office,,0,0,173.4666667,1,26,,21565,cedartown,Georgia,South Atlantic,South,GEORGIA,GA,1
0,12500,71582,93400,DebtCon,Other,6,3,0,74.06666667,1,21,,22607,westminster,California,Pacific,West,CALIFORNIA,CA,1
1,12500,53060,67500,DebtCon,Office,16,0,5,183.6333333,0,15,,21309,winter garden,Florida,South Atlantic,South,FLORIDA,FL,1
1,12500,69192,105300,DebtCon,Mgr,4,0,0,282.0333333,1,23,,21524,elma,Washington,Pacific,West,WASHINGTON,WA,1
1,12500,62000,102600,HomeImp,Other,10,2,6,226.4333333,4,42,,21875,montrose,Arkansas,West South Central,South,ARKANSAS,AR,1
0,12500,50097,73846,DebtCon,Other,1,0,0,267.8654583,0,20,29.15960949,22230,hemet,California,Pacific,West,CALIFORNIA,CA,1
0,12500,77792,100812,DebtCon,ProfExe,10,2,0,182.9569956,1,29,27.38587324,21062,belton,Missouri,West North Central,Midwest,MISSOURI,MO,1
0,12500,53354,79893,HomeImp,Office,10,2,0,249.4359543,1,29,35.02088579,21554,providence,Rhode Island,New England,Northeast,RHODE ISLAND,RI,1
0,12500,66163,83727,DebtCon,Office,4,1,2,176.9352475,3,30,36.77463995,21735,whitesburg,Georgia,South Atlantic,South,GEORGIA,GA,1
0,12500,81865,101048,DebtCon,Other,1,0,0,147.4022274,0,23,38.85516272,21110,butte,Montana,Mountain,West,MONTANA,MT,1
0,12500,17659,31843,DebtCon,Office,7,0,1,107.7410948,0,16,19.30085445,22468,loxley,Alabama,East South Central,South,ALABAMA,AL,1
0,12500,55228,66569,DebtCon,Mgr,3,0,0,198.8151672,1,17,27.99687276,20974,north rose,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,12500,77937,89710,DebtCon,Mgr,19,0,0,223.5874152,10,24,35.95199865,20836,los angeles,California,Pacific,West,CALIFORNIA,CA,1
0,12500,26286,36002,DebtCon,Other,2,,,,,,38.43868186,22209,harlingen,Texas,West South Central,South,TEXAS,TX,1
0,12500,,39200,HomeImp,Other,0,0,0,309.4,1,9,,21657,owensboro,Kentucky,East South Central,South,KENTUCKY,KY,1
0,12500,56791,72974,HomeImp,Other,29,0,3,182.0664052,0,24,35.69162282,21432,lucasville,Ohio,East North Central,Midwest,OHIO,OH,1
0,12500,,,,,,,,,,,27.35264423,21630,casa grande,Arizona,Mountain,West,ARIZONA,AZ,1
0,12600,71370,90316,HomeImp,Office,26,0,0,162.3574415,2,14,39.8754838,21970,augusta,Maine,New England,Northeast,MAINE,ME,1
0,12600,84933,110253,DebtCon,ProfExe,8,0,0,192.4226063,1,37,40.84507779,22036,darby,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,12600,80612,93802,DebtCon,Mgr,5,0,0,141.6131456,2,26,40.74903888,21924,marion,Illinois,East North Central,Midwest,ILLINOIS,IL,1
1,12600,68800,86000,DebtCon,Mgr,3,2,1,202.8666667,8,26,,22436,hemet,California,Pacific,West,CALIFORNIA,CA,1
1,12600,41169.82,57000,DebtCon,Other,5.5,1,0,98.43333333,10,18,,22538,hopkinsville,Kentucky,East South Central,South,KENTUCKY,KY,1
0,12600,83921,90876,DebtCon,Other,3,0,0,106.9373967,1,32,41.47300108,21638,freeport,Maine,New England,Northeast,MAINE,ME,1
0,12600,45633,77578,DebtCon,ProfExe,19,0,0,209.7255196,0,15,23.91561488,21505,mcpherson,Kansas,West North Central,Midwest,KANSAS,KS,1
0,12600,103946,113900,DebtCon,Other,17,0,2,194.3599393,1,16,36.41457282,21696,hendersonville,Tennessee,East South Central,South,TENNESSEE,TN,1
0,12600,125688,198602,HomeImp,Office,0,0,1,344.7479335,0,16,39.48382007,21435,westbury,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
1,12600,86785,110400,DebtCon,Other,0.7,1,,89.06666667,2,27,,21741,new city,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
1,12600,72854,86209,,ProfExe,2,0,0,118.0696474,0,14,36.05148718,21497,oakland,Maryland,South Atlantic,South,MARYLAND,MD,1
0,12600,67860,103426,DebtCon,Other,9,0,0,202.1526339,0,20,18.34752939,22362,woodbridge,California,Pacific,West,CALIFORNIA,CA,1
0,12600,103960,127384,DebtCon,,2,0,0,129.0154994,0,25,34.47945476,22186,cumberland city,Tennessee,East South Central,South,TENNESSEE,TN,1
0,12600,32742,41299,DebtCon,Other,10,,1,170.4071064,7,29,37.80266959,22135,helena,Arkansas,West South Central,South,ARKANSAS,AR,1
0,12600,25000,37882,HomeImp,Other,8.8,0,0,87.2,2,12,,21528,hobe sound,Florida,South Atlantic,South,FLORIDA,FL,1
1,12600,48983,65000,DebtCon,Other,5,1,0,58.7,7,23,,21900,douglasville,Georgia,South Atlantic,South,GEORGIA,GA,1
0,12600,62493,77141,,Other,13,0,0,266.3331014,0,26,27.0078722,22276,norwell,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
0,12600,55415,74307,HomeImp,Other,29,1,2,198.8467209,0,23,36.83774105,22063,north liberty,Indiana,East North Central,Midwest,INDIANA,IN,1
0,12600,58247,72189,HomeImp,Other,30,0,3,198.243176,0,23,35.79425984,22236,north charleston,South Carolina,South Atlantic,South,SOUTH CAROLINA,SC,1
0,12600,100590,138649,HomeImp,ProfExe,14,0,0,138.1647046,4,22,34.5987274,21359,west harrison,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,12600,85335,97094,DebtCon,Other,2,0,0,116.086609,1,32,40.84524619,21820,windsor,Vermont,New England,Northeast,VERMONT,VT,1
0,12600,83552,107186,HomeImp,Other,21,0,0,128.6602454,4,24,28.72301763,22163,manchester,Iowa,West North Central,Midwest,IOWA,IA,1
0,12600,37699,59874,HomeImp,Other,22,0,0,114.2359516,0,23,38.68267604,22292,wichita,Kansas,West North Central,Midwest,KANSAS,KS,1
0,12600,76002,94236,DebtCon,Other,11,0,0,164.7623042,5,21,39.52570494,22360,lincolnton,Georgia,South Atlantic,South,GEORGIA,GA,1
0,12600,49986,67896,DebtCon,Mgr,3,0,0,190.1599072,1,17,29.26631718,22537,branford,Connecticut,New England,Northeast,CONNECTICUT,CT,1
0,12700,204038,230920,HomeImp,ProfExe,10,0,0,242.9128934,0,22,29.80162732,21505,north las vegas,Nevada,Mountain,West,NEVADA,NV,1
0,12700,79448,91004,DebtCon,Mgr,20,0,0,227.5073902,10,23,34.46430215,22168,hazleton,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,12700,149272,176467,HomeImp,Office,7,0,0,191.9044636,1,55,33.90232001,22368,aiken,South Carolina,South Atlantic,South,SOUTH CAROLINA,SC,1
0,12700,29471,48362,HomeImp,Other,9,0,0,79.90287141,0,4,36.0206079,21135,los angeles,California,Pacific,West,CALIFORNIA,CA,1
0,12700,72760,83604,DebtCon,Office,6,2,3,189.9194249,3,29,37.36856046,21842,harrison,Arkansas,West South Central,South,ARKANSAS,AR,1
0,12700,,41396,HomeImp,Other,0,0,0,302.8700505,1,8,27.98946659,21629,waipahu,Hawaii,Pacific,West,HAWAII,HI,1
0,12700,79383,107590,DebtCon,Other,5,0,0,78.29927353,2,14,33.5811165,21285,madisonville,Louisiana,West South Central,South,LOUISIANA,LA,1
1,12700,30428,47387,DebtCon,ProfExe,2,0,0,164.4900213,0,36,38.8741586,21655,webster,Texas,West South Central,South,TEXAS,TX,1
0,12700,103034,124116,DebtCon,,2,0,0,137.4386924,0,25,31.60310093,21829,wahiawa,Hawaii,Pacific,West,HAWAII,HI,1
0,12700,58293,82594,DebtCon,Office,13,0,0,105.050415,0,23,36.70044554,22310,munster,Indiana,East North Central,Midwest,INDIANA,IN,1
0,12700,30061,58714,,Other,29,0,0,230.8801537,0,19,20.6379176,21058,hopkinsville,Kentucky,East South Central,South,KENTUCKY,KY,1
0,12700,27459,38577,HomeImp,Mgr,16,0,0,72.32957204,0,9,31.60566546,20949,wildomar,California,Pacific,West,CALIFORNIA,CA,1
0,12700,77068,98436,HomeImp,ProfExe,7,0,1,148.2880996,0,34,33.46369747,22350,hopewell,Virginia,South Atlantic,South,VIRGINIA,VA,1
0,12700,130867,201245,HomeImp,Office,0,0,1,340.7953444,0,15,40.16882702,21519,hayward,California,Pacific,West,CALIFORNIA,CA,1
0,12700,61840,73541,DebtCon,ProfExe,1,0,0,157.8924467,2,35,41.65169171,22282,mclean,Virginia,South Atlantic,South,VIRGINIA,VA,1
0,12700,79898,101989,DebtCon,ProfExe,9,2,0,214.9964598,1,29,29.30607111,20839,honey creek,Iowa,West North Central,Midwest,IOWA,IA,1
0,12700,105293,121416,,Office,14,0,0,250.0188805,0,16,35.28716643,21419,waianae,Hawaii,Pacific,West,HAWAII,HI,1
0,12700,60122,93741,DebtCon,Other,0,0,0,38.33492385,1,3,42.10934773,22098,west bloomfield,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,12700,72164,104220,DebtCon,Office,10,0,0,165.4307821,0,13,37.53996336,22088,willis,Texas,West South Central,South,TEXAS,TX,1
0,12700,48139,64842,DebtCon,Other,0,1,0,192.4791522,2,13,26.54684008,20932,norfolk,Virginia,South Atlantic,South,VIRGINIA,VA,1
0,12700,9038,65969,HomeImp,Other,7,1,1,346.5801028,0,22,13.34721268,22203,maben,Mississippi,East South Central,South,MISSISSIPPI,MS,1
0,12700,59440,88690,DebtCon,Other,0,0,0,129.1526151,3,11,37.83827353,21830,bradford,Rhode Island,New England,Northeast,RHODE ISLAND,RI,1
0,12700,53199,82567,HomeImp,Other,3,0,1,185.3250354,0,13,27.39038041,22563,woodbridge,California,Pacific,West,CALIFORNIA,CA,1
0,12700,58606,83010,DebtCon,Other,1,0,0,125.3258854,3,11,35.99961072,21649,elbert,Colorado,Mountain,West,COLORADO,CO,1
0,12700,159661,183244,DebtCon,ProfExe,7,,1,210.1152209,4,26,43.76819178,22067,columbus,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,12700,107653,129752,HomeImp,ProfExe,8,0,0,181.0272753,2,32,29.46672103,21037,clovis,New Mexico,Mountain,West,NEW MEXICO,NM,1
0,12700,37346,53511,HomeImp,Other,23,0,0,136.9569407,0,22,39.43166373,22202,bradford,Rhode Island,New England,Northeast,RHODE ISLAND,RI,1
0,12800,99160,114619,HomeImp,Office,2,0,0,142.2125619,0,22,35.94987705,21312,lyford,Texas,West South Central,South,TEXAS,TX,1
0,12800,66293,92423,HomeImp,Office,27,0,0,169.7238883,1,14,41.23216256,21753,winter park,Florida,South Atlantic,South,FLORIDA,FL,1
0,12800,117391,210072,HomeImp,ProfExe,1,0,0,136.6209694,1,14,27.12488931,22644,west lafayette,Indiana,East North Central,Midwest,INDIANA,IN,1
